"gene_id","region","isoform_id","correlation_repif","correlation_raw","p_value_repif","p_value_raw","n","adj_p_value_repif","adj_p_value_raw","tissue"
"Snap25","gene_body","NM_001291056",0.93712599241473,-0.870593418875138,0.00059244174390857,0.00490542812733589,8,0.0408997814989829,0.0731045052865474,"ForeBrain"
"Snap25","gene_body","NM_011428",-0.93712599241473,-0.887017322964905,0.000592441743908576,0.00330696123437149,8,0.0408997814989829,0.0624712923324051,"ForeBrain"
"Sorcs1","gene_body","NM_001252501",-0.77775629007357,-0.938613601784814,0.0230718782527195,0.000552006225330624,8,0.159115577185883,0.047766345143529,"ForeBrain"
"Spag9","downstream","NM_001025429",-0.94047722170443,-0.929980686931165,0.000503961336523098,0.000813772630115305,8,0.0400102831174441,0.0496123881882797,"ForeBrain"
"Ss18","gene_body","NM_001161369",0.941414877703349,0.917684476032085,0.000480863161547256,0.0013097252538495,8,0.0396897055646312,0.05069094593644,"ForeBrain"
"Steap3","gene_body","NM_001085409",0.960805979673442,0.951534475851601,0.00014613183372778,0.00027435774386148,8,0.0297176391468432,0.0383675972508641,"ForeBrain"
"Steap3","gene_body","NM_133186",-0.960805979673441,-0.707580899878288,0.00014613183372778,0.0496033176074523,8,0.0297176391468432,0.211207776955541,"ForeBrain"
"Sybu","gene_body","NM_001285840",-0.849481099751174,-0.944727204330781,0.00759191848721661,0.00040485039785281,8,0.106136944392925,0.0428037634405981,"ForeBrain"
"Sybu","gene_body","NM_176998",0.286096013304209,-0.938795113535239,0.492122734994874,0.000547200171082233,8,0.727953994357217,0.047766345143529,"ForeBrain"
"Sybu","gene_body","NM_178765",-0.938591095505481,-0.956841588367403,0.000552604066704003,0.000194523290878892,8,0.0408997814989829,0.0383675972508641,"ForeBrain"
"Syt1","gene_body","NM_001252341",0.572128131797772,-0.930026368068446,0.138365738464127,0.000812209458333315,8,0.391525415010571,0.0496123881882797,"ForeBrain"
"Tenm2","gene_body","NM_001290702",-0.934208789927483,-0.958035888670554,0.000677273067513225,0.000178979885024506,8,0.0409444844296338,0.0383675972508641,"ForeBrain"
"Tenm2","gene_body","NM_011856",0.934208789927483,-0.906447839697252,0.000677273067513225,0.00190598949634063,8,0.0409444844296338,0.0509852371120725,"ForeBrain"
"Tenm3","gene_body","NM_001145937",0.926490495656713,0.710161951756327,0.000939104604887889,0.0484055089788142,8,0.0440262633818279,0.209263139138871,"ForeBrain"
"Tenm3","gene_body","NM_011857",-0.926490495656713,-0.74151185299776,0.000939104604887889,0.0352399472883924,8,0.0440262633818279,0.181790689617524,"ForeBrain"
"Tgif1","gene_body","NM_001164074",0.806461251833562,0.97700183087642,0.0155946905788608,2.98881144212409e-05,8,0.140255778587191,0.0377205313180457,"ForeBrain"
"Tgif1","gene_body","NM_001164076",-0.0267832076669164,0.932580069663521,0.949805496296137,0.000727917123840733,8,0.981543730512397,0.0496123881882797,"ForeBrain"
"Tmpo","gene_body","NM_011605",0.345363753823787,0.933541745043865,0.402092491282764,0.000697725467979739,8,0.659097530012841,0.0496123881882797,"ForeBrain"
"Tpd52","gene_body","NM_001025261",-0.972609781783395,-0.960527629467817,5.03224647036136e-05,0.000149235825333732,8,0.0187017672181655,0.0383675972508641,"ForeBrain"
"Trappc9","gene_body","NM_029640",-0.933569461327454,-0.914069413077049,0.000696867706910125,0.00148581645586762,8,0.0409444844296338,0.05069094593644,"ForeBrain"
"Unc5c","gene_body","NM_001293561",0.925935514758351,0.651896498686148,0.000960125408326908,0.0798394856340899,8,0.0440262633818279,0.268660688841383,"ForeBrain"
"Unc5c","gene_body","NM_009472",-0.925935514758351,-0.915752220226532,0.000960125408326908,0.00140204557089986,8,0.0440262633818279,0.05069094593644,"ForeBrain"
"Vti1a","gene_body","NM_001293685",-0.943427827739148,-0.920436463862456,0.000433647824427212,0.00118522182550518,8,0.0386712448368348,0.05069094593644,"ForeBrain"
